num,img,title,field,organizer,start_day,finish_day,homepage
615,https://www.wevity.com/upload/contest/20240418071453_334b9941.jpg,2024년 대구 근대골목 일러스트 공모전,"디자인, 캐릭터, 웹툰",대구광역시 중구,2024-04-10,2024-09-30,http://jung.daegu.kr/new/culture/pages/tour/page.html?mc=0843&mode=view&no=180
616,https://www.wevity.com/upload/contest/20240418054607_a7042f37.jpg,제3회 메타버스 서울 3D 모델링 공모전,"예체능, 미술, 음악",서울디지털재단,2024-04-16,2024-06-13,https://sdf.seoul.kr/business-announce/2430
617,https://www.wevity.com/upload/contest/20240418050619_ebb4d398.jpg,제14회 부산 MICE 콘텐츠 공모전,"기획, 아이디어",부산광역시,2024-05-27,2024-06-28,https://www.busan.go.kr/nbnews/1622848
618,https://www.wevity.com/upload/contest/20240418045152_5d8c6c8a.jpg,2024 대전 동구 관광콘텐츠 아이디어 공모전,"기획, 아이디어",대전광역시 동구,2024-06-10,2024-06-13,https://blog.naver.com/djdonggu/223409368480
619,https://www.wevity.com/upload/contest/20240417212937_1d734f2e.jpg,제4회 창비교육 성장소설상 공모전,"문학, 글, 시나리오",(주)창비교육,2024-04-17,2024-08-30,https://books.changbiedu.com/Home/NewsDetail?newsid=254
620,https://www.wevity.com/upload/contest/20240417001128_85f4a498.jpg,제10회 대한민국민화대전 일반부 작가 공모,"예체능, 미술, 음악",강진군,2024-06-18,2024-06-28,https://minhwamuseum.com/공지사항/?uid=1359&mod=document
621,https://www.wevity.com/upload/contest/20240416170229_a6990dc7.jpg,2024 제8회 천안 전국중창경연대회,"예체능, 미술, 음악",(사)한국예총 천안지회,2024-04-01,2024-06-08,http://www.cheonanart.co.kr/board_DDKo40/726
622,https://www.wevity.com/upload/contest/20240417033836_e63e6664.jpg,2024 경산시 숏폼 영상 공모전,"영상, UCC, 사진",경산시,2024-03-29,2024-06-14,https://www.gbgs.go.kr/open_content/ko/page.do?mnu_uid=2160&parm_bod_uid=227756&step=258
623,https://www.wevity.com/upload/contest/20240529165415_7979f48e.jpg,대구광역치매센터 2024년 치매인식개선 영상 공모전 (기간연장),"영상, UCC, 사진",대구광역치매센터,2024-04-17,2024-06-14,https://daegu.nid.or.kr/community/notice/view.aspx?no=6115¢er_gubun=g&rNum=1
624,https://www.wevity.com/upload/contest/20240417032419_307c4aac.jpg,제5회 은평구치매안심마을 인식개선 공모전,"예체능, 미술, 음악",은평구치매안심센터,2024-04-01,2024-06-28,http://eunpyeong.seouldementia.or.kr/info/notice.asp?pagename=view&num=258690&page=1&search=
625,https://www.wevity.com/upload/contest/20240417031658_d0bfe956.jpg,제14회 대한민국 호국미술대전,"예체능, 미술, 음악",육군본부,2024-06-18,2024-06-20,http://www.army.mil.kr/event/hoguk/
626,https://www.wevity.com/upload/contest/20240415204948_402cb326.jpg,제 4기 평택시미디어크리에이터 모집,"대외활동, 서포터즈",평택시,2024-04-15,2024-06-15,https://www.pyeongtaek.go.kr/pyeongtaek/saeol/gosiView.do?notAncmtMgtNo=98337&mId=0401020000
627,https://www.wevity.com/upload/contest/20240415203852_155f1a18.jpg,2024 BNK경남은행과 함께하는 경남 청년공감스토리 공모전,"예체능, 미술, 음악",(주)경남도민일보사,2024-03-15,2024-06-15,http://www.youthstory.co.kr/
628,https://www.wevity.com/upload/contest/20240415185959_e29f3f0d.jpg,2024년 위해정보 데이터 활용 아이디어 공모전,"기획, 아이디어",한국소비자원,2024-04-15,2024-06-14,https://www.ciss.go.kr/www/selectBbsNttView.do?key=196&bbsNo=63&nttNo=47916&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&pageUnit=10&integrDeptCode=
629,https://www.wevity.com/upload/contest/20240415185702_4f9a22a1.jpg,"2024년 위해정보 데이터 개방 및 활용 지원(논문, 분석보고서) 안내","논문, 리포트",한국소비자원,2024-04-15,2024-10-31,https://www.ciss.go.kr/www/selectBbsNttView.do?key=196&bbsNo=63&nttNo=47919&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&pageUnit=10&integrDeptCode=
630,https://www.wevity.com/upload/contest/20240415185248_6c97580c.jpg,2024년 위해정보 데이터 분석보고서 공모전,"과학, 공학",한국소비자원,2024-04-15,2024-06-14,https://www.ciss.go.kr/www/selectBbsNttView.do?key=196&bbsNo=63&nttNo=47921&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&pageUnit=10&integrDeptCode=
631,https://www.wevity.com/upload/contest/20240415174925_42247ab7.jpg,제25회 도산안창호 글짓기 및 독후감 공모전,"문학, 글, 시나리오",(사)도산안창호선생기념사업회,2024-04-01,2024-09-30,http://www.ahnchangho.or.kr/_memorial_hall/bbs/board.php?bo_table=mem06_01&wr_id=124
632,https://www.wevity.com/upload/contest/20240415173818_36614296.jpg,2024 국민생각함 정책아이디어 공모전,"기획, 아이디어",국민권익위원회,2024-04-15,2024-06-14,https://www.epeople.go.kr/cmmn/idea/redirect.do?ideaRegNo=1AE-2404-0000135
633,https://www.wevity.com/upload/contest/20240416071239_2fbc935f.jpg,제12회 충남 공공데이터 활용 창업 경진대회,"취업, 창업","충청남도, 대전지방기상청",2024-04-05,2024-06-14,http://www.ccceicontest.or.kr/contest/view.php?idx=131
634,https://www.wevity.com/upload/contest/20240416060641_af413c33.jpg,2024 제7회 제주국제드론필름페스티벌 공모전,"영상, UCC, 사진",JIBS,2024-03-05,2024-07-12,http://www.jejudronefilmfestival.kr/notice/16
635,https://www.wevity.com/upload/contest/20240416044809_391238b9.jpg,2024년 경상남도 공공데이터 활용 창업경진대회,"취업, 창업",경상남도,2024-04-01,2024-06-21,https://bigdata.gyeongnam.go.kr/index.gn?menuCd=DOM_000000111008001000
636,https://www.wevity.com/upload/contest/20240416034023_4aecfd9c.jpg,제12회 NEAR 청소년 그림 공모전,"디자인, 캐릭터, 웹툰",동북아시아지역자치단체연합,2024-04-09,2024-09-13,http://www.neargov.org/kr/page.jsp?pageNo=1&cmd=258&bod_uid=66588&mnu_uid=3124
637,https://www.wevity.com/upload/contest/20240412213101_8c368e4a.jpg,제32회 전태일 문학상,"문학, 글, 시나리오",전태일재단·경향신문사,2024-04-05,2024-07-12,https://chuntaeil.org/founot_03/17
638,https://www.wevity.com/upload/contest/20240412212645_9258d91b.jpg,제19회 전태일 청소년 문학상,"문학, 글, 시나리오",전태일재단·경향신문사,2024-04-05,2024-08-14,https://chuntaeil.org/founot_03/16
639,https://www.wevity.com/upload/contest/20240412191429_d785cc3b.jpg,부산교통공사 시민톡톡아이디어 공모전,"기획, 아이디어",부산교통공사,2024-01-01,2024-12-31,https://www.humetro.busan.kr/homepage/default/page/subLocation.do?menu_no=1001020201
640,https://www.wevity.com/upload/contest/20240412185705_8f204ee9.jpg,2024 D2B[Design-to-Business] 디자인 페어,"디자인, 캐릭터, 웹툰","특허청, 한국무역협회",2024-04-08,2024-06-07,http://www.d2bfair.or.kr
641,https://www.wevity.com/upload/contest/20240413035457_49bdf375.jpg,제3회 전국 어린이 독후감 쓰기 대회,"문학, 글, 시나리오",한국아동문학인협회,2024-06-20,2024-07-31,https://cafe.daum.net/kaocw/Evj1/32
642,https://www.wevity.com/upload/contest/20240412180458_b34a6e57.jpg,[부산여성가족과 평생교육진흥원] 2025년 연구 과제 발굴을 위한 수요조사,기타,부산여성가족과 평생교육진흥원,2024-04-15,2024-06-07,https://www.bgli.re.kr/kor/CMS/Board/Board.do?mCode=MN083&mode=view&mgr_seq=16&board_seq=23222
643,https://www.wevity.com/upload/contest/20240413031124_3308c57a.jpg,제16회 문열공 매운당 이조년 선생 추모전국 백일장 공모전,"문학, 글, 시나리오",고령문화원,2024-05-13,2024-06-13,http://culture.goryeong.go.kr/culture/boardView.do?BRD_ID=culture_event&IDX=86&BOARD_IDX=6098
644,https://www.wevity.com/upload/contest/20240413025916_42350eb3.jpg,2024년 심훈문학상작품 공모전,"문학, 글, 시나리오",아시아출판사,2024-04-04,2024-07-01,https://blog.naver.com/bookasia/223405364654
645,https://www.wevity.com/upload/contest/20240413024141_1fb2c83e.jpg,제 17회 2024 웅진주니어 문학상 공모전,"문학, 글, 시나리오",웅진주니어,2024-04-03,2024-08-31,https://www.wjjunior.co.kr/competition/announce/read.jsp?no=14&scompetitionType=1
646,https://www.wevity.com/upload/contest/20240413023616_afc944c9.jpg,제45회 근로자문학제,"문학, 글, 시나리오",고용노동부,2024-05-01,2024-06-30,https://welfare.comwel.or.kr/default/page.do?mCode=K011020040
647,https://www.wevity.com/upload/contest/20240411191210_bae5d1c1.png,제5회 평화통일 사진 ● 동영상(숏폼) 공모전,"영상, UCC, 사진",민주평화통일자문회의 양평군협의회,2024-04-08,2024-06-30,https://www.wevity.com/?c=find&s=1&gbn=view&gp=1&ix=86081
648,https://www.wevity.com/upload/contest/20240411215850_a3e222a5.jpg,의령 방문의 해 기념 온라인 사진전,"영상, UCC, 사진",해솔X의령관광,2024-04-09,2024-07-12,https://www.wevity.com/?c=find&s=1&gbn=view&gp=1&ix=86077
649,https://www.wevity.com/upload/contest/20240411214459_dc0a97ed.jpg,2024 사회보장정보와 공공·민간 빅데이터를 활용한 국민행복서비스 발굴·창업경진대회,"취업, 창업",보건복지부,2024-04-08,2024-06-07,https://www.ssis.or.kr/lay1/bbs/S1T67C95/A/102/view.do?article_seq=125799&cpage=1&rows=10&condition=&keyword=
650,https://www.wevity.com/upload/contest/20240411210200_2ecc1ae4.jpg,제11회 해양수산 비즈니스·공공서비스 공모전,"기획, 아이디어",해양수산부,2024-04-19,2024-06-21,https://www.mof.go.kr/contest
651,https://www.wevity.com/upload/contest/20240411183331_43ca44ac.jpg,2024 부산국제마케팅광고제(MAD STARS 2024) 출품 안내,"광고, 마케팅",(사)부산국제광고마케팅제,2024-02-05,2024-06-15,https://www.madstars.org/MtlPageLink.do?link=adstar/awd/awd0003&_menuNo=138
652,https://www.wevity.com/upload/contest/20240412010823_bd39d9ca.jpg,2024 한국실내디자인학회 주제공모전,"디자인, 캐릭터, 웹툰",한국실내디자인학회,2024-03-27,2024-11-05,https://www.kiid.or.kr/pages/exhibition_list.vm
653,https://www.wevity.com/upload/contest/20240412001122_892c2ddb.jpg,창원시 자원봉사 순간포착 콘테스트 (렌즈 ON),"영상, UCC, 사진",창원시,2024-10-01,2024-10-25,https://www.changwon.go.kr/cwportal/10310/10438/10439.web?not_ancmt_mgt_no=180057&amode=view
654,https://www.wevity.com/upload/contest/20240411223239_d73869d9.jpg,제29회 경기도 건축문화상 공모전,"건축, 건설, 인테리어",경기건축문화제 추진위원회,2024-05-17,2024-06-26,http://www.gaf.or.kr/bbs/content.php?co_id=gaa_poster&pageNum=02010000
655,https://www.wevity.com/upload/contest/20240409183917_0a62c965.jpg,제2회 2024년 직지콘텐츠 공모전,"문학, 글, 시나리오",청주시 청주고인쇄박물관,2024-08-26,2024-09-13,https://jikji.or.kr/
656,https://www.wevity.com/upload/contest/20240409175404_3e408620.jpg,제12회 K-해커톤,"웹, 모바일, IT",과학기술정보통신부,2024-05-13,2024-06-14,http://www.k-hackathon.com/
657,https://www.wevity.com/upload/contest/20240409163250_e7698e12.jpg,제10회 광주시민연극제 참가극단 모집,기타,"광주광역시 서구, 광주광역시서구문화원",2024-04-03,2024-07-03,http://www.gjsgcc.or.kr/ko/44/view?SEQ=242&page=1
658,https://www.wevity.com/upload/contest/20240409162845_22dc49b0.jpg,2024 공군 창의ㆍ혁신 아이디어 공모 해커톤,"기획, 아이디어",공군,2024-04-15,2024-07-13,https://rokaf.airforce.mil.kr/sites/hackathon/index.do
659,https://www.wevity.com/upload/contest/20240409235316_d9bee9cc.jpg,제1회 LIM 림 문학상 공모,"문학, 글, 시나리오",열림원,2024-04-05,2024-07-05,https://webzinelim.com/notice/제1회-lim-문학상-공고
660,https://www.wevity.com/upload/contest/20240409234150_c2e85f00.jpg,2024 제6회 예술숲 국악실내악 작품공모,"예체능, 미술, 음악",예술숲,2024-04-01,2024-07-31,https://blog.naver.com/artsforet_official/223402269484
661,https://www.wevity.com/upload/contest/20240408235710_359aacb2.jpg,2024 대한민국지역문화대전 제39회 전국향토문화공모전,"논문, 리포트",문화체육관광부,2024-04-01,2024-06-27,https://kccf.or.kr/shrtn.do?s=12CEC
662,https://www.wevity.com/upload/contest/20240409085602_8b1a7b75.jpg,제19회 오산청소년문학상 공모,"문학, 글, 시나리오",오산시시,2024-04-01,2024-07-31,https://oscc.or.kr/notice/3697
663,https://www.wevity.com/upload/contest/20240408230833_bb2d62f7.jpg,2024년 대덕구 사진 공모전 (모먼트 더 대덕),"영상, UCC, 사진",대덕구청,2024-10-07,2024-10-28,https://www.daedeok.go.kr/dpt/dpt04/DPT040204_cmmBoardView.do?boardId=DPT_000087&pageIndex=1&ntatcSeq=1083220108
664,https://www.wevity.com/upload/contest/20240408230256_477731ea.jpg,2024년 당진시 청년도전지원사업 참여자 모집,"취업, 창업",충남산학융합원,2024-04-01,2024-10-31,https://www.dangjin.go.kr/cop/bbs/BBSMSTR_000000000395/selectBoardArticle.do?nttId=1110192
665,https://www.wevity.com/upload/contest/20240409081706_1c0d87f7.jpg,2024 창간 15주년 중부광역신문 신인문학상 공모,"문학, 글, 시나리오",중부광역신문,2024-04-01,2024-07-31,http://www.jbknews.co.kr/news/articleView.html?idxno=210115
666,https://www.wevity.com/upload/contest/20240409081221_b43d8268.jpg,제3회 서울특별시의회 청년 학술논문 공모전,"논문, 리포트",서울특별시의회,2024-04-01,2024-09-30,https://www.smc.seoul.kr/board/BoardDetail.do?menuId=001006008&boardId=166190&boardTypeId=170
667,https://www.wevity.com/upload/contest/20240408222913_6992c561.jpg,2024년 트래블 이노베이션 아이디어 공모전,"기획, 아이디어","야놀자리서치, 야놀자, 인터파크트리플",2024-06-24,2024-07-08,https://www.yanolja-research.com/event/view/9
668,https://www.wevity.com/upload/contest/20240408205014_0ff74ae5.jpg,2024 안견문화제 전국 청소년 미술 공모전,"예체능, 미술, 음악",서산시,2024-06-17,2024-06-21,http://seosancf.or.kr/index.php?MenuID=17&mode=view&idx=270
669,https://www.wevity.com/upload/contest/20240409003535_e6a18277.jpg,2024 카쟈: 한국 청소년 아트 페스티벌,"예체능, 미술, 음악","MySLide, 에듀조선",2024-03-22,2024-06-13,https://myslide.org/kajaa
670,https://www.wevity.com/upload/contest/20240408173152_a05002dc.jpg,2024년 제3회 음주환경 개선 청년 토론대회,기타,"대구동구보건소, 대구동구중독관리통합지원센터",2024-04-01,2024-07-17,http://www.alcohol21.net/05_sub/01_sub.html?no=65&bbs_cmd=view&page=1&key=&keyfield=&bbs_code=Site_BBS_1
671,https://www.wevity.com/upload/contest/20240408171631_58ec1cb0.jpg,2024 클래스병원 로고송 공모전,"예체능, 미술, 음악",클래스병원,2024-04-01,2024-06-30,https://class2023.co.kr/
672,https://www.wevity.com/upload/contest/20240409070934_baa6518e.jpg,2024 재난안전산업 신기술 공모전,"과학, 공학",광주광역시,2024-04-03,2024-07-03,https://www.gwangju.go.kr/boardView.do?pageId=www805&boardId=BD_0000000030&seq=1343&movePage=1
673,https://www.wevity.com/upload/contest/20240408164828_0d85d2b2.jpg,제12회 수림문학상 작품 공모전,"문학, 글, 시나리오","(주)연합뉴스, 수림문화재단",2024-04-08,2024-06-21,https://www.yna.co.kr/soorim/index
674,https://www.wevity.com/upload/contest/20240406090059_cef05501.jpg,제5회 시험·연구용 유전자변형생물체 안전 콘텐츠 공모전,"예체능, 미술, 음악",과학기술정보통신부,2024-04-04,2024-06-30,https://www.lmosafety.or.kr/board/view?pageNum=1&rowCnt=10&no1=9999999998&linkId=15175&tag=&menuId=MENU00319&schType=0&schText=&boardStyle=&categoryId=&continent=&country=
675,https://www.wevity.com/upload/contest/20240405164011_69dd9e51.jpg,2024 창녕 교동과 송현동 고분군 세계유산 등재 기념 사진 공모전,"영상, UCC, 사진",창녕군 관광환경국 문화예술과/스마트크리에이터,2024-11-01,2024-11-29,https://cngtumuli.co.kr/
676,https://www.wevity.com/upload/contest/20240406154119_9116015e.jpg,제 1회 해양경찰 정책연구 경진대회(공모전),"논문, 리포트",해양경찰청,2024-04-01,2024-06-30,https://www.kcg.go.kr/kcg/na/ntt/selectNttInfo.do?nttSn=52205&mi=2796
677,https://www.wevity.com/upload/contest/20240405155844_c45de061.jpg,제15회 2충1효 전국백일장 공모전,"문학, 글, 시나리오",적돌문학회/한국청소년보호연맹 서산·태안지회,2024-04-08,2024-06-08,https://cafe.daum.net/AGMYDYD
678,https://www.wevity.com/upload/contest/20240404174454_3c039a29.jpg,2024 BFC스토리 IP 공모전,"예체능, 미술, 음악",부산영상위원회,2024-06-03,2024-06-30,http://www.bfc.or.kr/homepage/default/page/subLocation.do?board_no=9919&conf_no=3&menu_no=3001030301
679,https://www.wevity.com/upload/contest/20240404171619_a3fb39d4.jpg,제8회 금융보안원 논문 공모전,"논문, 리포트","금융보안원, 금융정보보호협의회, 금융보안포럼",2024-04-01,2024-08-31,https://www.fsec.or.kr/bbs/detail?menuNo=66&bbsNo=11431
680,https://www.wevity.com/upload/contest/20240404230803_0d8452b2.jpg,2024년 유기농 생태마을 유튜브 영상 공모전,"영상, UCC, 사진",전라남도,2024-03-29,2024-10-28,https://www.jeonnam.go.kr/J0203/boardView.do?seq=21612&menuId=jeonnam0203000000
681,https://www.wevity.com/upload/contest/20240404164332_832abe59.jpg,2024 한국실내디자인학회 주제 공모전,"건축, 건설, 인테리어",(사)한국실내디자인학회,2024-04-04,2024-11-05,https://www.kiid.or.kr/pages/exhibition_list.vm
682,https://www.wevity.com/upload/contest/20240404202207_1904206a.jpg,2024 토지문학제 평사리문학대상,"문학, 글, 시나리오",토지문학제운영위원회,2024-04-04,2024-08-31,https://www.hadong.go.kr/media/00013/03607.web?amode=view&gcode=4085&idx=37793757
683,https://www.wevity.com/upload/contest/20240404201031_494ce071.jpg,2024년 현북스 제3회 역사동화 공모전,"문학, 글, 시나리오",현북스,2024-04-01,2024-07-31,https://hyunbooks.modoo.at/?link=epky5u9c
684,https://www.wevity.com/upload/contest/20240404200437_d1c4fc42.jpg,2024년 제31회 황금도깨비상 동화 부문,"문학, 글, 시나리오",비룡소,2024-04-01,2024-10-31,https://bir.co.kr/awards/황금도깨비상-동화-부문/
685,https://www.wevity.com/upload/contest/20240404195328_b0da360d.jpg,제14회 비룡소 문학상,"문학, 글, 시나리오",비룡소,2024-04-01,2024-06-30,https://bir.co.kr/awards/비룡소문학상/
686,https://www.wevity.com/upload/contest/20240404193900_8e790b81.jpg,2024 제4회 비룡소 역사동화상 공모전,"문학, 글, 시나리오",동대문구,2024-04-01,2024-06-30,https://bir.co.kr/awards/비룡소-역사동화상/
687,https://www.wevity.com/upload/contest/20240403162316_a14838c6.jpg,2024 해양과문학 우수원고 모집,"문학, 글, 시나리오",(사)한국해양문학가협회,2024-04-01,2024-06-30,https://www.wevity.com/?c=find&s=1&gbn=view&gp=1&ix=85780
688,https://www.wevity.com/upload/contest/20240404191414_d2640115.jpg,2024년도 부산국가지질공원 아름다운 지질공원 사진 공모전,"영상, UCC, 사진",부산광역시,2024-04-01,2024-06-30,https://www.ecopa21.or.kr/news/notice_board_view.asp?no=39
689,https://www.wevity.com/upload/contest/20240403152520_0ae2d820.jpg,2024 뉴스타즈 경진대회(New Stars MAD Competition 2024) (참가비 있음),"광고, 마케팅",(사)부산국제광고마케팅제,2024-04-02,2024-06-06,https://www.madstars.org/
690,https://www.wevity.com/upload/contest/20240403043910_741df0f8.jpg,2024디자인포아시아 상,해외,크리에이트홍콩,2024-04-01,2024-06-30,https://dfaa.dfaawards.com/en/online_submission/
691,https://www.wevity.com/upload/contest/20240402181938_14170718.jpg,2024 60초로 보는 군위 영상 공모전,"영상, UCC, 사진",대구광역시 군위군,2024-04-01,2024-07-31,https://www.gunwi.go.kr/ko/page.do?cmd=258&bod_uid=128035&srchEnable=1&srchSDate=&srchKwd=&initDay=&srchColumn=&listType=&initYear=&srchVote=-1&initMonth=&pageNo=1&srchBgpUid=-1&srchEDate=&mnu_uid=101&
692,https://www.wevity.com/upload/contest/20240402165623_d558e822.jpg,2024년 화성ICT생활문화센터 숏폼 영상 공모전,"영상, UCC, 사진",화성시,2024-04-02,2024-07-31,https://actground.or.kr/공지사항/?vid=66
693,https://www.wevity.com/upload/contest/20240403072715_016caecd.jpg,국민과 함께 좋은 법 만들기 2024 국민 아이디어 공모제,"기획, 아이디어",법제처,2024-04-01,2024-06-30,https://opinion.lawmaking.go.kr/gcom/idea/list
694,https://www.wevity.com/upload/contest/20240402154824_17b2e6fd.jpg,제9회 세계일보 UCC & 사진 공모전,"영상, UCC, 사진",세계일보,2024-03-25,2024-06-21,https://www.segye.com/ucc
695,https://www.wevity.com/upload/contest/20240401174103_e62e2e2e.jpg,2024 심청창작극본 공모,"문학, 글, 시나리오",옹진문화원,2024-04-01,2024-08-31,https://kccf.or.kr/bbs/detail.do?bbsId=N000000000000000000021&selMenuId=MK0015&nttId=B202404011004363514350
696,https://www.wevity.com/upload/contest/20240401170722_6d27441e.jpg,미디어유스 2024년 2분기 기자단 모집,기타,미디어유스,2024-04-01,2024-06-30,https://www.mediayouth.kr/
697,https://www.wevity.com/upload/contest/20240401194327_b2a4017b.jpg,2024년 안산시 관광기념품 공모전,"예체능, 미술, 음악",안산시,2024-06-10,2024-06-13,https://www.ansan.go.kr/www/common/cntnts/selectContents.do?cntnts_id=C0001209
698,https://www.wevity.com/upload/contest/20240401140040_4b392754.jpg,제32회 대한민국기독교미술대전,"예체능, 미술, 음악",한국미술인선교회,2024-07-01,2024-07-28,https://cafe.daum.net/art0191
699,https://www.wevity.com/upload/contest/20240401134340_a2ea94ad.jpg,제3회 국제청소년 한국유네스코유산 알리기 아이디어대회,"대외활동, 서포터즈",(사)국제문화재전략센터,2024-03-04,2024-06-28,http://icpsc.kr/web/bbs/board.php?bo_table=b_0401&wr_id=43&page=0&sca=&sfl=&stx=&sst=&sod=&spt=0&page=0
700,https://www.wevity.com/upload/contest/20240401183039_58942c8e.jpg,제6회 4·16재단 문화콘텐츠 공모전 - 영상콘텐츠 시나리오 공모,"영상, UCC, 사진",4·16재단,2024-06-24,2024-07-12,https://416foundation.org/news/공모/?uid=2504&mod=document&pageid=1
701,https://www.wevity.com/upload/contest/20240330011412_8c7676c5.jpg,[관악구장애인종합복지관] 2024 중고령장애인분들에게 스마트폰 선생님이 되어주세요!,기타,관악구장애인종합복지관,2024-03-29,2024-12-31,https://www.wevity.com/?c=find&s=1&gbn=view&gp=1&ix=85637
702,https://www.wevity.com/upload/contest/20240328171908_76829420.jpg,제9회 농림축산식품부 공공데이터 활용 창업경진대회,"기획, 아이디어","농림축산식품부, 농진청",2024-03-25,2024-07-01,https://data.mafra.go.kr/contest/competitionNew.do
703,https://www.wevity.com/upload/contest/20240328163329_f74e8a7e.jpg,제4회 달서 전국대학생 발명아이디어 콘테스트,"기획, 아이디어",대구광역시 달서구,2024-04-29,2024-06-07,https://www.dalseo.daegu.kr/index.do?menu_id=00002729
704,https://www.wevity.com/upload/contest/20240329053205_ff977856.jpg,2024 제22회 대한민국목조건축대전,"건축, 건설, 인테리어",산림청,2024-04-26,2024-08-31,http://www.kwda.or.kr/php/sub0201.htm
705,https://www.wevity.com/upload/contest/20240328235623_abc02be2.jpg,2024 NEW BOOK 프로젝트 공모,"문학, 글, 시나리오",협성문화재단,2024-06-11,2024-06-21,http://www.hscf.co.kr/kor/sub6_01.php?wr_id=13558
706,https://www.wevity.com/upload/contest/20240328010752_7267056a.jpg,[재단법인 산업안전상생재단] 제1회 산업안전 상생 논문 경진대회,"논문, 리포트",재단법인 산업안전상생재단,2024-04-01,2024-07-05,https://www.ispf.or.kr/notice/89
707,https://www.wevity.com/upload/contest/20240328010410_55659b6a.jpg,제3회 아트밸리아산 전국호국보훈청소년영상제,"영상, UCC, 사진",아산시,2024-05-25,2024-08-17,http://smartyouth.or.kr/main/index.php?m_cd=58&sp=2&b_id=20240322113778963
708,https://www.wevity.com/upload/contest/20240327235522_4ef36cbc.jpg,제9회 지방자치분권·균형발전 실현 정책제안 공모전,"기획, 아이디어","부산일보사, 지방분권균형발전 부산시민연대",2024-03-15,2024-10-11,http://simin.ad-fun.co.kr/board/bbs_view.asp?code=02_01&code2=&apages=&page=1&num=191&curRef=191&curStep=0&curLevel=0
709,https://www.wevity.com/upload/contest/20240327143830_b47bf680.jpg,제8회 개방형 클라우드 플랫폼(K-PaaS) 기반 서비스 개발 아이디어 공모전,"기획, 아이디어",과학기술정보통신부,2024-03-25,2024-10-31,https://contest.k-paas.org/
710,https://www.wevity.com/upload/contest/20240328022026_d9413e28.jpg,2024년 제59회 대한민국디자인전람회 개최 안내 (청소년),"디자인, 캐릭터, 웹툰",산업통상자원부,2024-05-01,2024-06-30,https://award.kidp.or.kr/YouthDesign/info.do
711,https://www.wevity.com/upload/contest/20240328020351_fa5d7ea2.jpg,2024년 제59회 대한민국디자인전람회 개최 (일반 및 대학생),"디자인, 캐릭터, 웹툰",산업통상자원부,2024-05-01,2024-06-30,https://award.kidp.or.kr/KoreaDesign/receipt_info.do
712,https://www.wevity.com/upload/contest/20240328015926_84e96958.jpg,2024년 제40회 우수디자인(GD)상품 선정 개최,"디자인, 캐릭터, 웹툰",산업통상자원부,2024-05-01,2024-06-30,https://award.kidp.or.kr/GoodDesign/info.do
713,https://www.wevity.com/upload/contest/20240326230901_ea9e08b4.jpg,2024 부산 파랑새종합사회복지관 색다른 자원봉사활동 주민소통활동 자원봉사자 모집,봉사활동,파랑새종합사회복지관,2024-03-01,2024-12-31,https://sungsilparangsae.modoo.at/
714,https://www.wevity.com/upload/contest/20240327135225_f4805dac.jpg,제3회 AI 투닝 웹소설·웹툰 공모전,"디자인, 캐릭터, 웹툰",툰스퀘어,2024-04-01,2024-06-30,https://toonsquare.imweb.me/contest
715,https://www.wevity.com/upload/contest/20240327023310_7b825d9c.jpg,2024 충청북도 60초 영상 공모전,"영상, UCC, 사진",충청북도,2024-02-26,2024-06-14,https://www.chungbuk.go.kr/www/selectGosiPblancView.do?key=422&no=51403
716,https://www.wevity.com/upload/contest/20240326022307_762617a4.jpg,제4회 고창신재효문학상 작품공모,"문학, 글, 시나리오",고창군,2024-03-01,2024-09-30,http://www.gochang.go.kr/board/view.gochang?menuCd=DOM_000000102003001000&boardId=BBS_0000180&dataSid=541030
717,https://www.wevity.com/upload/contest/20240326010936_a5bc8b39.jpg,제21회 인천건축학생공모전,"건축, 건설, 인테리어",인천광역시 외,2024-05-01,2024-06-21,https://cafe.naver.com/iafinformation/668
718,https://www.wevity.com/upload/contest/20240326003427_1bd7f9b9.jpg,제28회 한국해양문학상 작품공모,"문학, 글, 시나리오",부산광역시문인협회,2024-03-25,2024-06-30,http://blo.co.kr/bbs/board.php?bo_table=notice&wr_id=116
719,https://www.wevity.com/upload/contest/20240322215909_e745e777.jpg,2024 청강 패션뷰티스타일 공모전,"디자인, 캐릭터, 웹툰",청강문화산업대학교,2024-03-18,2024-08-08,https://www.ck-stylist.com/청강스타일공모전
720,https://www.wevity.com/upload/contest/20240323061345_7a4feefd.jpg,제6회 유니버설디자인 아이디어 대전,"건축, 건설, 인테리어",한국장애인개발원,2024-07-22,2024-07-26,https://www.koddi.or.kr/ud/board?bo_table=sub6_1&wr_id=72
721,https://www.wevity.com/upload/contest/20240323054237_1432a9ef.jpg,2024년 파주시 유튜브 영상공모전,"영상, UCC, 사진",파주시,2024-06-03,2024-06-28,https://blog.naver.com/paju_si/223380089149
722,https://www.wevity.com/upload/contest/20240323050532_c155cec1.jpg,제31회 MBC 창작동화대상,"문학, 글, 시나리오",MBC.금성문화재단,2024-04-08,2024-08-30,https://www.kscf.co.kr/awards/onlineapp.php
